bin	ident	mq	FP	total	TP	FP_sum	TP_sum	total_sum	PPV	FPR	TPR	mode	breeds	prog	replication
(10,20]	ref	16.5637031408308	115	7896	7781	172	8063876	8064048	99.997867076188	0.00212759930476982	99.7482382055234	pe	random	vg	5
[0,10]	ref	1.88434666270254	7561	20181	12620	7733	8076496	8084229	99.9043446196292	0.095655380370843	99.9043446196292	pe	random	vg	5
(50,60]	novel	59.9716223914115	191	1825700	1825509	191	1825509	1825700	99.9895382592978	0.00996973584897782	95.2871336122076	se	random	vg	5
(40,50]	novel	45.4610104043763	85	9323	9238	276	1834747	1835023	99.9849593165862	0.0144065292896224	95.7693347628508	se	random	vg	5
(30,40]	novel	35.8300492610837	160	12586	12426	436	1847173	1847609	99.976401933526	0.0227581404720122	96.4179417663031	se	random	vg	5
(20,30]	novel	24.90307183001	627	12989	12362	1063	1859535	1860598	99.9428678306652	0.0554860167930022	97.0632081252825	se	random	vg	5
(10,20]	novel	15.9092172301992	1652	12954	11302	2715	1870837	1873552	99.8550880893618	0.141716402251177	97.6531450601786	se	random	vg	5
[0,10]	novel	2.4291767267907	21695	42246	20551	24410	1891388	1915798	98.7258573189867	1.27414268101334	98.7258573189867	se	random	vg	5
(50,60]	ref	59.9774729468559	32	7867385	7867353	32	7867353	7867385	99.9995932574801	0.000395833750814242	97.3176202178026	se	random	vg	5
(40,50]	ref	44.8592385371179	3	29312	29309	35	7896662	7896697	99.9995567767131	0.000432943164953078	97.6801668241343	se	random	vg	5
(30,40]	ref	36.3060392738051	11	37786	37775	46	7934437	7934483	99.999420252082	0.000569011016795473	98.1474361971658	se	random	vg	5
(20,30]	ref	24.7774018126888	57	41375	41318	103	7975755	7975858	99.9987086028864	0.00127408988543334	98.6585317882952	se	random	vg	5
(10,20]	ref	15.9789072255408	99	29631	29532	202	8005287	8005489	99.9974767312778	0.00249870055201491	99.0238368610779	se	random	vg	5
[0,10]	ref	2.79102562473797	26678	78713	52035	26880	8057322	8084202	99.667499649316	0.332500350683964	99.667499649316	se	random	vg	5
(50,60]	novel	59.991951817363	102	1897447	1897345	102	1897345	1897447	99.9946243557791	0.00532424106075585	99.0384525041159	pe	random	vg	6
(40,50]	novel	46.4215267899478	61	4218	4157	163	1901502	1901665	99.9914285639164	0.00850834600885494	99.2554414265625	pe	random	vg	6
(30,40]	novel	35.2077922077922	50	4081	4031	213	1905533	1905746	99.9888232744553	0.0111182680974608	99.4658533453459	pe	random	vg	6
(20,30]	novel	25.4885177453027	128	2874	2746	341	1908279	1908620	99.9821336882145	0.0177996686442916	99.6091902664522	pe	random	vg	6
(10,20]	novel	16.1144923169629	361	3319	2958	702	1911237	1911939	99.963283347429	0.0366433061240256	99.7635932572141	pe	random	vg	6
[0,10]	novel	2.78860726417559	1253	3827	2574	1955	1913811	1915766	99.8979520463355	0.102047953664487	99.8979520463355	pe	random	vg	6
(50,60]	ref	59.994171659193	26	8027499	8027473	26	8027473	8027499	99.99967611332	0.0003216136494812	99.2978802939153	pe	random	vg	6
(40,50]	ref	46.436506253975	4	9434	9430	30	8036903	8036933	99.9996267232786	0.000371092672478308	99.414527090631	pe	random	vg	6
(30,40]	ref	35.7029225385416	7	10573	10566	37	8047469	8047506	99.9995402302279	0.000457680962723246	99.5452259298778	pe	random	vg	6
(20,30]	ref	24.7100277264325	24	8656	8632	61	8056101	8056162	99.9992428156236	0.000754555100705892	99.6520016615056	pe	random	vg	6
(10,20]	ref	16.5472395766926	142	7843	7701	203	8063802	8064005	99.9974826404497	0.00251106041710322	99.7472611505308	pe	random	vg	6
[0,10]	ref	1.8756241040091	7534	20229	12695	7737	8076497	8084234	99.9042951997678	0.0957048002321556	99.9042951997678	pe	random	vg	6
(50,60]	novel	59.9711406168528	194	1825784	1825590	194	1825590	1825784	99.9893744276431	0.0101263285586476	95.2913616153686	se	random	vg	6
(40,50]	novel	45.4353770112525	104	9509	9405	298	1834995	1835293	99.9837628106248	0.015554875827201	95.7822797601835	se	random	vg	6
(30,40]	novel	35.8159548238288	156	12573	12417	454	1847412	1847866	99.9754311189231	0.023697696730031	96.4304169855068	se	random	vg	6
(20,30]	novel	24.8873751838378	632	12919	12287	1086	1859699	1860785	99.9416375346964	0.0566865609004707	97.0717685267445	se	random	vg	6
(10,20]	novel	15.8606765816444	1684	12977	11293	2770	1870992	1873762	99.8521690588239	0.144587268595123	97.6612356835115	se	random	vg	6
[0,10]	novel	2.42630126558188	21699	42036	20337	24469	1891329	1915798	98.7227776623632	1.27722233763685	98.7227776623632	se	random	vg	6
(50,60]	ref	59.9774826859556	34	7867457	7867423	34	7867423	7867457	99.9995678400276	0.000420573360240133	97.3184861041325	se	random	vg	6
(40,50]	ref	44.857390830809	2	29381	29379	36	7896802	7896838	99.9995441213306	0.000445312969666023	97.6818985967941	se	random	vg	6
(30,40]	ref	36.3046698100642	10	37539	37529	46	7934331	7934377	99.9994202443368	0.000569011016795473	98.1461249978662	se	random	vg	6
(20,30]	ref	24.7695376728891	60	41356	41296	106	7975627	7975733	99.9986709685492	0.00131119929957218	98.656948453292	se	random	vg	6
(10,20]	ref	15.9796425692018	109	29768	29659	215	8005286	8005501	99.9973143467223	0.00265950801328319	99.0238244912732	se	random	vg	6
[0,10]	ref	2.79353502496792	26653	78701	52048	26868	8057334	8084202	99.6676480869726	0.332351913027408	99.6676480869726	se	random	vg	6
(50,60]	novel	59.9918272157353	102	1897395	1897293	102	1897293	1897395	99.9946242084542	0.00532422994409559	99.0355314051269	pe	random	vg	7
(40,50]	novel	46.4011948529412	52	4352	4300	154	1901593	1901747	99.9919021825721	0.00803854324892863	99.2599842361035	pe	random	vg	7
(30,40]	novel	35.2157211905368	34	3931	3897	188	1905490	1905678	99.9901347446945	0.00981328656362716	99.4634011389676	pe	random	vg	7
(20,30]	novel	25.4565905096661	131	2845	2714	319	1908204	1908523	99.9832855040259	0.016651268158495	99.6050674141468	pe	random	vg	7
(10,20]	novel	16.1984482244106	344	3351	3007	663	1911211	1911874	99.9653219825156	0.0346074946366213	99.762027800832	pe	random	vg	7
[0,10]	novel	2.83008213552361	1274	3896	2622	1937	1913833	1915770	99.898891829395	0.101108170605031	99.898891829395	pe	random	vg	7
(50,60]	ref	59.994090341204	26	8027367	8027341	26	8027341	8027367	99.9996761079941	0.00032161380861257	99.2962966169938	pe	random	vg	7
(40,50]	ref	46.4441138971526	4	9412	9408	30	8036749	8036779	99.9996267161259	0.000371092856091427	99.4126713366641	pe	random	vg	7
(30,40]	ref	35.7148880352291	5	10673	10668	35	8047417	8047452	99.9995650797296	0.000432941665439999	99.5446319562902	pe	random	vg	7
(20,30]	ref	24.7299553928857	26	8743	8717	61	8056134	8056195	99.9992428187252	0.000754555474052569	99.6524591705085	pe	random	vg	7
(10,20]	ref	16.6102537941589	109	7841	7732	170	8063866	8064036	99.9978918744906	0.00210285951785142	99.7481021692851	pe	random	vg	7
[0,10]	ref	1.89888085569971	7547	20194	12647	7717	8076513	8084230	99.9045425476514	0.0954574523485848	99.9045425476514	pe	random	vg	7
(50,60]	novel	59.9710161121409	180	1825704	1825524	180	1825524	1825704	99.9901407895256	0.00939555767593573	95.287866837805	se	random	vg	7
(40,50]	novel	45.4860964819886	95	9494	9399	275	1834923	1835198	99.9850152408623	0.014354324227124	95.7784715411168	se	random	vg	7
(30,40]	novel	35.8410346760631	154	12487	12333	429	1847256	1847685	99.9767817566306	0.0223927457943135	96.4222238345463	se	random	vg	7
(20,30]	novel	24.9036598493003	616	13006	12390	1045	1859646	1860691	99.9438380687605	0.0545464320630713	97.0689513879066	se	random	vg	7
(10,20]	novel	15.9188060624807	1655	12932	11277	2700	1870923	1873623	99.8558941686775	0.140933365139036	97.6575830763039	se	random	vg	7
[0,10]	novel	2.42505216236722	21701	42176	20475	24401	1891398	1915799	98.7263277619416	1.27367223805838	98.7263277619416	se	random	vg	7
(50,60]	ref	59.977379463291	34	7867541	7867507	34	7867507	7867541	99.9995678446417	0.000420573412264242	97.3195372059651	se	random	vg	7
(40,50]	ref	44.8531444720624	3	29369	29366	37	7896873	7896910	99.9995314623061	0.00045768283099344	97.6827889360989	se	random	vg	7
(30,40]	ref	36.3012435563586	9	37634	37625	46	7934498	7934544	99.999420256539	0.000569011087181034	98.1482028959943	se	random	vg	7
(20,30]	ref	24.7702257533185	62	41284	41222	108	7975720	7975828	99.9986459086129	0.00133593907425112	98.658111048946	se	random	vg	7
(10,20]	ref	15.9928527877515	103	29522	29419	211	8005139	8005350	99.9973642626494	0.00261002911728692	99.0220183788107	se	random	vg	7
[0,10]	ref	2.78454299882056	26756	78851	52095	26967	8057234	8084201	99.6664234350432	0.333576564956759	99.6664234350432	se	random	vg	7
(50,60]	novel	59.9918283500287	87	1897536	1897449	87	1897449	1897536	99.995415106749	0.00454125021140303	99.0435709468559	pe	random	vg	8
(40,50]	novel	46.3700327255727	53	4278	4225	140	1901674	1901814	99.9926386071403	0.00730775896087843	99.2641086726395	pe	random	vg	8
(30,40]	novel	35.2214285714286	51	3920	3869	191	1905543	1905734	99.9899776149242	0.00996987115376986	99.4660638113512	pe	random	vg	8
(20,30]	novel	25.5409437890354	139	2882	2743	330	1908286	1908616	99.9827099846171	0.0172254318363563	99.6092436887062	pe	random	vg	8
(10,20]	novel	16.1941835807331	347	3301	2954	677	1911240	1911917	99.9645905130819	0.0353382344036764	99.7634374027807	pe	random	vg	8
[0,10]	novel	2.8715953307393	1255	3855	2600	1932	1913840	1915772	99.8991529263399	0.100847073660122	99.8991529263399	pe	random	vg	8
(50,60]	ref	59.9940610739247	27	8027714	8027687	27	8027687	8027714	99.999663665148	0.00033398365310825	99.3006011210965	pe	random	vg	8
(40,50]	ref	46.5090497737557	3	9282	9279	30	8036966	8036996	99.9996267262047	0.000371092947898055	99.4153801698814	pe	random	vg	8
(30,40]	ref	35.7449018853405	7	10396	10389	37	8047355	8047392	99.9995402237147	0.000457681302407602	99.5438896577385	pe	random	vg	8
(20,30]	ref	24.75	27	8620	8593	64	8055948	8056012	99.9992055622559	0.000791664955515851	99.6501830477814	pe	random	vg	8
(10,20]	ref	16.5269303201507	133	7965	7832	197	8063780	8063977	99.997557036683	0.00243684369119723	99.7470630467127	pe	random	vg	8
[0,10]	ref	1.87724063009234	7548	20251	12703	7745	8076483	8084228	99.9041961706177	0.095803829382348	99.9041961706177	pe	random	vg	8
(50,60]	novel	59.9712513351409	176	1825650	1825474	176	1825474	1825650	99.9903595979514	0.00918677230062877	95.2853066972614	se	random	vg	8
(40,50]	novel	45.407752750131	116	9545	9429	292	1834903	1835195	99.9840888842875	0.0152416904078614	95.7774775837536	se	random	vg	8
(30,40]	novel	35.8449792133035	185	12508	12323	477	1847226	1847703	99.9741841627145	0.0248982408374996	96.4207082375073	se	random	vg	8
(20,30]	novel	24.8897239263804	655	13040	12385	1132	1859611	1860743	99.9391640866041	0.0590876491154078	97.0671751405942	se	random	vg	8
(10,20]	novel	15.9064615384615	1629	13000	11371	2761	1870982	1873743	99.8526478818066	0.144117490466114	97.6607137078126	se	random	vg	8
[0,10]	novel	2.41892759481631	21657	42055	20398	24418	1891380	1915798	98.7254397384275	1.27456026157246	98.7254397384275	se	random	vg	8
(50,60]	ref	59.9775148993979	33	7867432	7867399	33	7867399	7867432	99.9995805492822	0.000408203555527187	97.3181892288194	se	random	vg	8
(40,50]	ref	44.8546622914958	3	29256	29253	36	7896652	7896688	99.999544112671	0.000445312969666023	97.6800431260872	se	random	vg	8
(30,40]	ref	36.3079704365396	9	37614	37605	45	7934257	7934302	99.9994328423597	0.000556641212082528	98.1452096323174	se	random	vg	8
(20,30]	ref	24.766994752243	59	41351	41292	104	7975549	7975653	99.998696031535	0.00128645969014629	98.6559836085244	se	random	vg	8
(10,20]	ref	15.9726284717563	108	29812	29704	212	8005253	8005465	99.9973518090454	0.00262239859914436	99.0234162877177	se	random	vg	8
[0,10]	ref	2.79061940383809	26655	78737	52082	26867	8057335	8084202	99.6676604567773	0.332339543222695	99.6676604567773	se	random	vg	8
(50,60]	novel	59.9919912850678	105	1897433	1897328	105	1897328	1897433	99.994466207766	0.0054808564125237	99.0379270043883	pe	random	vg	9
(40,50]	novel	46.3345613631131	52	4343	4291	157	1901619	1901776	99.9917445587703	0.00819518530253544	99.2619113364468	pe	random	vg	9
(30,40]	novel	35.1995464852608	55	3969	3914	212	1905533	1905745	99.9888757415079	0.0110661100900479	99.4662167840527	pe	random	vg	9
(20,30]	novel	25.4062273714699	144	2762	2618	356	1908151	1908507	99.9813466756999	0.0185827131700804	99.6028728039383	pe	random	vg	9
(10,20]	novel	16.2453172205438	342	3310	2968	698	1911119	1911817	99.9634902294519	0.0364346454851576	99.7577983451989	pe	random	vg	9
[0,10]	novel	2.86986301369863	1294	3942	2648	1992	1913767	1915759	99.8960203240595	0.10397967594045	99.8960203240595	pe	random	vg	9
(50,60]	ref	59.9941695545459	29	8027517	8027488	29	8027488	8027517	99.99963874259	0.000358722606117259	99.2979798598285	pe	random	vg	9
(40,50]	ref	46.4202867764206	3	9415	9412	32	8036900	8036932	99.9996018381143	0.000395831841232838	99.4144039001311	pe	random	vg	9
(30,40]	ref	35.7086300199373	4	10533	10529	36	8047429	8047465	99.9995526541588	0.000445310821386943	99.5446449456418	pe	random	vg	9
(20,30]	ref	24.8007354631119	20	8702	8682	56	8056111	8056167	99.9993048803482	0.000692705722157467	99.6520390720663	pe	random	vg	9
(10,20]	ref	16.655490145892	130	7814	7684	186	8063795	8063981	99.9976934469464	0.00230077257716587	99.7470881929423	pe	random	vg	9
[0,10]	ref	1.85444225074038	7631	20260	12629	7817	8076424	8084241	99.9033057030338	0.0966942969661592	99.9033057030338	pe	random	vg	9
(50,60]	novel	59.9711852496521	200	1825801	1825601	200	1825601	1825801	99.9890459036883	0.0104395466731253	95.2922342300208	se	random	vg	9
(40,50]	novel	45.4360502234518	93	9398	9305	293	1834906	1835199	99.9840344289638	0.0152939358761285	95.7779341389879	se	random	vg	9
(30,40]	novel	35.8034413765506	154	12495	12341	447	1847247	1847694	99.9758076824409	0.023332386814435	96.4221063664531	se	random	vg	9
(20,30]	novel	24.8716289104639	575	12978	12403	1022	1859650	1860672	99.9450736078148	0.0533460834996701	97.069514853387	se	random	vg	9
(10,20]	novel	15.8832790445168	1728	12894	11166	2750	1870816	1873566	99.8532210768129	0.143543766755472	97.6523547441476	se	random	vg	9
[0,10]	novel	2.42161227679629	21724	42226	20502	24474	1891318	1915792	98.7225126736097	1.27748732639034	98.7225126736097	se	random	vg	9
(50,60]	ref	59.9775467530241	34	7867459	7867425	34	7867425	7867459	99.9995678401375	0.000420573048095744	97.3184386151371	se	random	vg	9
(40,50]	ref	44.8725352354172	3	29161	29158	37	7896583	7896620	99.9995314450993	0.000457682434692428	97.6791171132658	se	random	vg	9
(30,40]	ref	36.3006445794318	9	37699	37690	46	7934273	7934319	99.9994202400987	0.000569010594482477	98.1453347068754	se	random	vg	9
(20,30]	ref	24.7837583081571	59	41375	41316	105	7975589	7975694	99.9986835001443	0.00129882853088392	98.656405179085	se	random	vg	9
(10,20]	ref	15.9888911399244	109	29616	29507	214	8005096	8005310	99.9973267743535	0.00264713624389674	99.0214007358544	se	random	vg	9
[0,10]	ref	2.78535577581181	26804	78898	52094	27018	8057190	8084208	99.6657928643103	0.33420713568973	99.6657928643103	se	random	vg	9
(50,60]	novel	59.9920522527489	102	1897393	1897291	102	1897291	1897393	99.9946242027877	0.00532427996943237	99.036357524356	pe	vgref	vg	10
(40,50]	novel	46.3683848797251	66	4365	4299	168	1901590	1901758	99.9911660684483	0.00876940230259449	99.2607602654206	pe	vgref	vg	10
(30,40]	novel	35.2361993160723	55	4094	4039	223	1905629	1905852	99.9882991963699	0.0116403375802296	99.4715913124455	pe	vgref	vg	10
(20,30]	novel	25.5137481910275	115	2764	2649	338	1908278	1908616	99.982290832729	0.0176432022516484	99.609865995181	pe	vgref	vg	10
(10,20]	novel	16.2871348663766	310	3218	2908	648	1911186	1911834	99.9661058439174	0.0338248374528645	99.7616601731331	pe	vgref	vg	10
[0,10]	novel	2.73047473200613	1318	3918	2600	1966	1913786	1915752	99.8973771135304	0.102622886469647	99.8973771135304	pe	vgref	vg	10
(50,60]	ref	59.9942015034237	27	8027943	8027916	27	8027916	8027943	99.9996636747421	0.000333982826850438	99.3031881258467	pe	vgref	vg	10
(40,50]	ref	46.4593301435407	3	9405	9402	30	8037318	8037348	99.9996267425524	0.00037109202983382	99.4194883679966	pe	vgref	vg	10
(30,40]	ref	35.6928259631809	6	10538	10532	36	8047850	8047886	99.9995526775603	0.000445310435800584	99.549766409937	pe	vgref	vg	10
(20,30]	ref	24.7702197288453	18	8556	8538	54	8056388	8056442	99.99932972893	0.000667965653700876	99.6553792016277	pe	vgref	vg	10
(10,20]	ref	16.6530295183843	89	7724	7635	143	8064023	8064166	99.9982267230114	0.00176887200887454	99.7498221232204	pe	vgref	vg	10
[0,10]	ref	1.85140922218903	7545	20082	12537	7688	8076560	8084248	99.9049014824879	0.0950985175120803	99.9049014824879	pe	vgref	vg	10
(50,60]	novel	59.9712150077558	180	1825083	1824903	180	1824903	1825083	99.9901374348454	0.00939562143162128	95.2560985412776	se	vgref	vg	10
(40,50]	novel	45.5278901426442	83	9394	9311	263	1834214	1834477	99.9856634888309	0.0137280468695355	95.7421131587766	se	vgref	vg	10
(30,40]	novel	35.8006913347474	188	12729	12541	451	1846755	1847206	99.9755847479924	0.0235412514758955	96.3967269830764	se	vgref	vg	10
(20,30]	novel	24.8772252915899	613	13032	12419	1064	1859174	1860238	99.9428030176784	0.0555385622402502	97.0449726639614	se	vgref	vg	10
(10,20]	novel	15.8939617083947	1622	12901	11279	2686	1870453	1873139	99.8566043416959	0.140203550918526	97.6337127424462	se	vgref	vg	10
[0,10]	novel	2.41458953736488	22069	42647	20578	24755	1891031	1915786	98.7078410636679	1.29215893633214	98.7078410636679	se	vgref	vg	10
(50,60]	ref	59.9776539315836	34	7869259	7869225	34	7869225	7869259	99.9995679389889	0.000420572735951819	97.3406320020722	se	vgref	vg	10
(40,50]	ref	44.8965697552813	3	28686	28683	37	7897908	7897945	99.9995315237065	0.000457682095006391	97.6954345839929	se	vgref	vg	10
(30,40]	ref	36.3274486414844	10	37725	37715	47	7935623	7935670	99.9994077374689	0.000581379958521632	98.1619610762407	se	vgref	vg	10
(20,30]	ref	24.7656467146166	58	41015	40957	105	7976580	7976685	99.9986836637024	0.00129882756691003	98.6685904158401	se	vgref	vg	10
(10,20]	ref	15.987452264048	89	29328	29239	194	8005819	8006013	99.9975768213217	0.00239973855219567	99.0302705989723	se	vgref	vg	10
[0,10]	ref	2.79103847776883	26415	78201	51786	26609	8057605	8084214	99.6708523549723	0.329147645027705	99.6708523549723	se	vgref	vg	10
(50,60]	novel	59.9920611956747	100	1897389	1897289	100	1897289	1897389	99.9947295994654	0.00521988232297291	99.0362531267095	pe	vgref	vg	1
(40,50]	novel	46.360824742268	66	4365	4299	166	1901588	1901754	99.9912712159407	0.00866500465613503	99.2606558677741	pe	vgref	vg	1
(30,40]	novel	35.230449657869	55	4092	4037	221	1905625	1905846	99.9884040998066	0.0115359399337701	99.4713825171525	pe	vgref	vg	1
(20,30]	novel	25.5184648805214	115	2762	2647	336	1908272	1908608	99.9823955469117	0.017538804605189	99.6095528022416	pe	vgref	vg	1
(10,20]	novel	16.2868674324744	310	3221	2911	646	1911183	1911829	99.9662103671406	0.033720439806405	99.7615035766634	pe	vgref	vg	1
[0,10]	novel	2.72903390262554	1319	3923	2604	1965	1913787	1915752	99.8974293123536	0.102570687646418	99.8974293123536	pe	vgref	vg	1
(50,60]	ref	59.994208340065	27	8027923	8027896	27	8027896	8027923	99.9996636739042	0.000333982826850438	99.3029407311601	pe	vgref	vg	1
(40,50]	ref	46.4611707213428	3	9413	9410	30	8037306	8037336	99.9996267419951	0.00037109202983382	99.4193399311847	pe	vgref	vg	1
(30,40]	ref	35.6964150227618	6	10544	10538	36	8047844	8047880	99.9995526772268	0.000445310435800584	99.549692191531	pe	vgref	vg	1
(20,30]	ref	24.7723767235335	18	8558	8540	54	8056384	8056438	99.9993297285972	0.000667965653700876	99.6553297226904	pe	vgref	vg	1
(10,20]	ref	16.6502781731142	89	7729	7640	143	8064024	8064167	99.9982267232313	0.00176887200887454	99.7498344929547	pe	vgref	vg	1
[0,10]	ref	1.85419052836014	7550	20081	12531	7693	8076555	8084248	99.9048396338163	0.0951603661837193	99.9048396338163	pe	vgref	vg	1
(50,60]	novel	59.9712150077558	180	1825083	1824903	180	1824903	1825083	99.9901374348454	0.00939562143162128	95.2560985412776	se	vgref	vg	1
(40,50]	novel	45.5278901426442	83	9394	9311	263	1834214	1834477	99.9856634888309	0.0137280468695355	95.7421131587766	se	vgref	vg	1
(30,40]	novel	35.8006913347474	188	12729	12541	451	1846755	1847206	99.9755847479924	0.0235412514758955	96.3967269830764	se	vgref	vg	1
(20,30]	novel	24.8772252915899	613	13032	12419	1064	1859174	1860238	99.9428030176784	0.0555385622402502	97.0449726639614	se	vgref	vg	1
(10,20]	novel	15.8939617083947	1622	12901	11279	2686	1870453	1873139	99.8566043416959	0.140203550918526	97.6337127424462	se	vgref	vg	1
[0,10]	novel	2.41458953736488	22069	42647	20578	24755	1891031	1915786	98.7078410636679	1.29215893633214	98.7078410636679	se	vgref	vg	1
(50,60]	ref	59.9776539315836	34	7869259	7869225	34	7869225	7869259	99.9995679389889	0.000420572735951819	97.3406320020722	se	vgref	vg	1
(40,50]	ref	44.8965697552813	3	28686	28683	37	7897908	7897945	99.9995315237065	0.000457682095006391	97.6954345839929	se	vgref	vg	1
(30,40]	ref	36.3274486414844	10	37725	37715	47	7935623	7935670	99.9994077374689	0.000581379958521632	98.1619610762407	se	vgref	vg	1
(20,30]	ref	24.7656467146166	58	41015	40957	105	7976580	7976685	99.9986836637024	0.00129882756691003	98.6685904158401	se	vgref	vg	1
(10,20]	ref	15.987452264048	89	29328	29239	194	8005819	8006013	99.9975768213217	0.00239973855219567	99.0302705989723	se	vgref	vg	1
[0,10]	ref	2.79103847776883	26415	78201	51786	26609	8057605	8084214	99.6708523549723	0.329147645027705	99.6708523549723	se	vgref	vg	1
(50,60]	novel	59.9920601708868	102	1897396	1897294	102	1897294	1897396	99.9946242112875	0.00532427996943237	99.0365141208257	pe	vgref	vg	2
(40,50]	novel	46.3614099336233	66	4369	4303	168	1901597	1901765	99.9911661009641	0.00876940230259449	99.2611256571832	pe	vgref	vg	2
(30,40]	novel	35.23583984375	55	4096	4041	223	1905638	1905861	99.9882992516243	0.0116403375802296	99.4720611018545	pe	vgref	vg	2
(20,30]	novel	25.5172039116262	115	2761	2646	338	1908284	1908622	99.9822908884001	0.0176432022516484	99.6101791881204	pe	vgref	vg	2
(10,20]	novel	16.2896293989411	310	3211	2901	648	1911185	1911833	99.9661058261888	0.0338248374528645	99.7616079743098	pe	vgref	vg	2
[0,10]	novel	2.72646083184486	1320	3919	2599	1968	1913784	1915752	99.8972727158839	0.102727284116107	99.8972727158839	pe	vgref	vg	2
(50,60]	ref	59.9942153193203	27	8027928	8027901	27	8027901	8027928	99.9996636741137	0.000333982826850438	99.3030025798318	pe	vgref	vg	2
(40,50]	ref	46.4633939007544	3	9411	9408	30	8037309	8037339	99.9996267421344	0.00037109202983382	99.4193770403877	pe	vgref	vg	2
(30,40]	ref	35.696682464455	6	10550	10544	36	8047853	8047889	99.999552677727	0.000445310435800584	99.5498035191399	pe	vgref	vg	2
(20,30]	ref	24.7689699520636	18	8553	8535	54	8056388	8056442	99.99932972893	0.000667965653700876	99.6553792016277	pe	vgref	vg	2
(10,20]	ref	16.6497475074453	89	7723	7634	143	8064022	8064165	99.9982267227915	0.00176887200887454	99.749809753486	pe	vgref	vg	2
[0,10]	ref	1.85415525568889	7548	20083	12535	7691	8076557	8084248	99.9048643732849	0.0951356267150637	99.9048643732849	pe	vgref	vg	2
(50,60]	novel	59.9712150077558	180	1825083	1824903	180	1824903	1825083	99.9901374348454	0.00939562143162128	95.2560985412776	se	vgref	vg	2
(40,50]	novel	45.5278901426442	83	9394	9311	263	1834214	1834477	99.9856634888309	0.0137280468695355	95.7421131587766	se	vgref	vg	2
(30,40]	novel	35.8006913347474	188	12729	12541	451	1846755	1847206	99.9755847479924	0.0235412514758955	96.3967269830764	se	vgref	vg	2
(20,30]	novel	24.8772252915899	613	13032	12419	1064	1859174	1860238	99.9428030176784	0.0555385622402502	97.0449726639614	se	vgref	vg	2
(10,20]	novel	15.8939617083947	1622	12901	11279	2686	1870453	1873139	99.8566043416959	0.140203550918526	97.6337127424462	se	vgref	vg	2
[0,10]	novel	2.41458953736488	22069	42647	20578	24755	1891031	1915786	98.7078410636679	1.29215893633214	98.7078410636679	se	vgref	vg	2
(50,60]	ref	59.9776539315836	34	7869259	7869225	34	7869225	7869259	99.9995679389889	0.000420572735951819	97.3406320020722	se	vgref	vg	2
(40,50]	ref	44.8965697552813	3	28686	28683	37	7897908	7897945	99.9995315237065	0.000457682095006391	97.6954345839929	se	vgref	vg	2
(30,40]	ref	36.3274486414844	10	37725	37715	47	7935623	7935670	99.9994077374689	0.000581379958521632	98.1619610762407	se	vgref	vg	2
(20,30]	ref	24.7656467146166	58	41015	40957	105	7976580	7976685	99.9986836637024	0.00129882756691003	98.6685904158401	se	vgref	vg	2
(10,20]	ref	15.987452264048	89	29328	29239	194	8005819	8006013	99.9975768213217	0.00239973855219567	99.0302705989723	se	vgref	vg	2
[0,10]	ref	2.79103847776883	26415	78201	51786	26609	8057605	8084214	99.6708523549723	0.329147645027705	99.6708523549723	se	vgref	vg	2
(50,60]	novel	59.9920570212169	102	1897399	1897297	102	1897297	1897399	99.9946242197872	0.00532427996943237	99.0366707172954	pe	vgref	vg	3
(40,50]	novel	46.3622624227158	66	4367	4301	168	1901598	1901766	99.9911661056092	0.00876940230259449	99.2611778560064	pe	vgref	vg	3
(30,40]	novel	35.2318592719277	55	4093	4038	223	1905636	1905859	99.9882992393456	0.0116403375802296	99.4719567042081	pe	vgref	vg	3
(20,30]	novel	25.5173913043478	115	2760	2645	338	1908281	1908619	99.9822908605646	0.0176432022516484	99.6100225916507	pe	vgref	vg	3
(10,20]	novel	16.2904732254047	310	3212	2902	648	1911183	1911831	99.9661057907315	0.0338248374528645	99.7615035766634	pe	vgref	vg	3
[0,10]	novel	2.73323131854119	1317	3921	2604	1965	1913787	1915752	99.8974293123536	0.102570687646418	99.8974293123536	pe	vgref	vg	3
(50,60]	ref	59.9942125824917	27	8027933	8027906	27	8027906	8027933	99.9996636743231	0.000333982826850438	99.3030644285034	pe	vgref	vg	3
(40,50]	ref	46.4637804488884	3	9401	9398	30	8037304	8037334	99.9996267419022	0.00037109202983382	99.419315191716	pe	vgref	vg	3
(30,40]	ref	35.6985677700844	6	10543	10537	36	8047841	8047877	99.9995526770601	0.000445310435800584	99.549655082328	pe	vgref	vg	3
(20,30]	ref	24.770399812953	18	8554	8536	54	8056377	8056431	99.9993297280148	0.000667965653700876	99.65524313455	pe	vgref	vg	3
(10,20]	ref	16.6510996119017	89	7730	7641	143	8064018	8064161	99.9982267219119	0.00176887200887454	99.7497602745487	pe	vgref	vg	3
[0,10]	ref	1.8532881963459	7543	20087	12544	7686	8076562	8084248	99.9049262219566	0.0950737780434247	99.9049262219566	pe	vgref	vg	3
(50,60]	novel	59.9712150077558	180	1825083	1824903	180	1824903	1825083	99.9901374348454	0.00939562143162128	95.2560985412776	se	vgref	vg	3
(40,50]	novel	45.5278901426442	83	9394	9311	263	1834214	1834477	99.9856634888309	0.0137280468695355	95.7421131587766	se	vgref	vg	3
(30,40]	novel	35.8006913347474	188	12729	12541	451	1846755	1847206	99.9755847479924	0.0235412514758955	96.3967269830764	se	vgref	vg	3
